"prop","pop_size","method","estimate"
0.1,400,"lp",296
0.1,400,"lp",257.142857142857
0.1,400,"lp",410
0.1,400,"lp",285
0.1,400,"lp",440
0.1,400,"lp",780
0.1,400,"lp",520
0.1,400,"lp",780
0.1,400,"lp",344
0.1,400,"lp",240
0.1,400,"lp",500
0.1,400,"lp",366.666666666667
0.1,400,"lp",340
0.1,400,"lp",613.333333333333
0.1,400,"lp",1600
0.1,400,"lp",344
0.1,400,"lp",380
0.1,400,"lp",272
0.1,400,"lp",253.333333333333
0.1,400,"lp",506.666666666667
0.1,400,"lp",510
0.1,400,"lp",225
0.1,400,"lp",328
0.1,400,"lp",296
0.1,400,"lp",212
0.1,400,"lp",666.666666666667
0.1,400,"lp",1080
0.1,400,"lp",410
0.1,400,"lp",626.666666666667
0.1,400,"lp",330
0.1,400,"lp",1360
0.1,400,"lp",506.666666666667
0.1,400,"lp",573.333333333333
0.1,400,"lp",233.333333333333
0.1,400,"lp",820
0.1,400,"lp",450
0.1,400,"lp",533.333333333333
0.1,400,"lp",493.333333333333
0.1,400,"lp",235
0.1,400,"lp",560
0.1,400,"lp",NA
0.1,400,"lp",1400
0.1,400,"lp",1320
0.1,400,"lp",680
0.1,400,"lp",360
0.1,400,"lp",600
0.1,400,"lp",320
0.1,400,"lp",216
0.1,400,"lp",400
0.1,400,"lp",546.666666666667
0.1,400,"lp",640
0.1,400,"lp",213.333333333333
0.1,400,"lp",297.142857142857
0.1,400,"lp",560
0.1,400,"lp",500
0.1,400,"lp",560
0.1,400,"lp",533.333333333333
0.1,400,"lp",860
0.1,400,"lp",780
0.1,400,"lp",257.142857142857
0.1,400,"lp",330
0.1,400,"lp",360
0.1,400,"lp",430
0.1,400,"lp",920
0.1,400,"lp",440
0.1,400,"lp",600
0.1,400,"lp",1720
0.1,400,"lp",344
0.1,400,"lp",420
0.1,400,"lp",NA
0.1,400,"lp",400
0.1,400,"lp",540
0.1,400,"lp",286.666666666667
0.1,400,"lp",720
0.1,400,"lp",700
0.1,400,"lp",573.333333333333
0.1,400,"lp",326.666666666667
0.1,400,"lp",546.666666666667
0.1,400,"lp",760
0.1,400,"lp",274.285714285714
0.1,400,"lp",340
0.1,400,"lp",360
0.1,400,"lp",860
0.1,400,"lp",540
0.1,400,"lp",430
0.1,400,"lp",760
0.1,400,"lp",1800
0.1,400,"lp",1240
0.1,400,"lp",384
0.1,400,"lp",380
0.1,400,"lp",506.666666666667
0.1,400,"lp",222.857142857143
0.1,400,"lp",266.666666666667
0.1,400,"lp",264
0.1,400,"lp",340
0.1,400,"lp",360
0.1,400,"lp",310
0.1,400,"lp",320
0.1,400,"lp",240
0.1,400,"lp",260
0.1,400,"lp",1240
0.1,400,"lp",613.333333333333
0.1,400,"lp",466.666666666667
0.1,400,"lp",293.333333333333
0.1,400,"lp",410
0.1,400,"lp",273.333333333333
0.1,400,"lp",560
0.1,400,"lp",390
0.1,400,"lp",573.333333333333
0.1,400,"lp",840
0.1,400,"lp",680
0.1,400,"lp",390
0.1,400,"lp",390
0.1,400,"lp",780
0.1,400,"lp",262.857142857143
0.1,400,"lp",480
0.1,400,"lp",1360
0.1,400,"lp",506.666666666667
0.1,400,"lp",264
0.1,400,"lp",780
0.1,400,"lp",240
0.1,400,"lp",273.333333333333
0.1,400,"lp",304
0.1,400,"lp",390
0.1,400,"lp",1240
0.1,400,"lp",840
0.1,400,"lp",470
0.1,400,"lp",320
0.1,400,"lp",480
0.1,400,"lp",304
0.1,400,"lp",426.666666666667
0.1,400,"lp",370
0.1,400,"lp",217.142857142857
0.1,400,"lp",253.333333333333
0.1,400,"lp",234.285714285714
0.1,400,"lp",250
0.1,400,"lp",352
0.1,400,"lp",336
0.1,400,"lp",234.285714285714
0.1,400,"lp",360
0.1,400,"lp",352
0.1,400,"lp",493.333333333333
0.1,400,"lp",200
0.1,400,"lp",273.333333333333
0.1,400,"lp",313.333333333333
0.1,400,"lp",296
0.1,400,"lp",470
0.1,400,"lp",400
0.1,400,"lp",546.666666666667
0.1,400,"lp",560
0.1,400,"lp",360
0.1,400,"lp",360
0.1,400,"lp",1880
0.1,400,"lp",380
0.1,400,"lp",392
0.1,400,"lp",188.571428571429
0.1,400,"lp",573.333333333333
0.1,400,"lp",880
0.1,400,"lp",546.666666666667
0.1,400,"lp",413.333333333333
0.1,400,"lp",800
0.1,400,"lp",840
0.1,400,"lp",453.333333333333
0.1,400,"lp",440
0.1,400,"lp",653.333333333333
0.1,400,"lp",573.333333333333
0.1,400,"lp",360
0.1,400,"lp",680
0.1,400,"lp",506.666666666667
0.1,400,"lp",360
0.1,400,"lp",304
0.1,400,"lp",466.666666666667
0.1,400,"lp",453.333333333333
0.1,400,"lp",390
0.1,400,"lp",520
0.1,400,"lp",586.666666666667
0.1,400,"lp",533.333333333333
0.1,400,"lp",1480
0.1,400,"lp",206.666666666667
0.1,400,"lp",500
0.1,400,"lp",205
0.1,400,"lp",2000
0.1,400,"lp",304
0.1,400,"lp",400
0.1,400,"lp",260
0.1,400,"lp",330
0.1,400,"lp",260
0.1,400,"lp",300
0.1,400,"lp",352
0.1,400,"lp",272
0.1,400,"lp",426.666666666667
0.1,400,"lp",400
0.1,400,"lp",720
0.1,400,"lp",262.857142857143
0.1,400,"lp",390
0.1,400,"lp",344
0.1,400,"lp",386.666666666667
0.1,400,"lp",320
0.1,400,"lp",245.714285714286
0.1,400,"lp",293.333333333333
0.1,400,"lp",493.333333333333
0.1,400,"lp",297.142857142857
0.1,400,"lp",190
0.1,400,"lp",386.666666666667
0.1,400,"lp",246.666666666667
0.1,400,"lp",413.333333333333
0.1,400,"lp",233.333333333333
0.1,400,"lp",480
0.1,400,"lp",620
0.1,400,"lp",360
0.1,400,"lp",820
0.1,400,"lp",NA
0.1,400,"lp",333.333333333333
0.1,400,"lp",NA
0.1,400,"lp",466.666666666667
0.1,400,"lp",416
0.1,400,"lp",506.666666666667
0.1,400,"lp",450
0.1,400,"lp",1480
0.1,400,"lp",266.666666666667
0.1,400,"lp",860
0.1,400,"lp",253.333333333333
0.1,400,"lp",780
0.1,400,"lp",480
0.1,400,"lp",410
0.1,400,"lp",280
0.1,400,"lp",620
0.1,400,"lp",310
0.1,400,"lp",210
0.1,400,"lp",195.555555555556
0.1,400,"lp",312
0.1,400,"lp",350
0.1,400,"lp",290
0.1,400,"lp",506.666666666667
0.1,400,"lp",1360
0.1,400,"lp",510
0.1,400,"lp",293.333333333333
0.1,400,"lp",470
0.1,400,"lp",493.333333333333
0.1,400,"lp",840
0.1,400,"lp",480
0.1,400,"lp",300
0.1,400,"lp",1520
0.1,400,"lp",288
0.1,400,"lp",640
0.1,400,"lp",NA
0.1,400,"lp",510
0.1,400,"lp",880
0.1,400,"lp",344
0.1,400,"lp",410
0.1,400,"lp",420
0.1,400,"lp",640
0.1,400,"lp",900
0.1,400,"lp",253.333333333333
0.1,400,"lp",493.333333333333
0.1,400,"lp",273.333333333333
0.1,400,"lp",340
0.1,400,"lp",253.333333333333
0.1,400,"lp",456
0.1,400,"lp",653.333333333333
0.1,400,"lp",310
0.1,400,"lp",660
0.1,400,"lp",780
0.1,400,"lp",248
0.1,400,"lp",1520
0.1,400,"lp",370
0.1,400,"lp",410
0.1,400,"lp",211.428571428571
0.1,400,"lp",1040
0.1,400,"lp",336
0.1,400,"lp",520
0.1,400,"lp",320
0.1,400,"lp",352
0.1,400,"lp",1020
0.1,400,"lp",533.333333333333
0.1,400,"lp",860
0.1,400,"lp",800
0.1,400,"lp",520
0.1,400,"lp",240
0.1,400,"lp",1600
0.2,400,"lp",299.130434782609
0.2,400,"lp",362.352941176471
0.2,400,"lp",343.529411764706
0.2,400,"lp",737.777777777778
0.2,400,"lp",328
0.2,400,"lp",374.736842105263
0.2,400,"lp",437.333333333333
0.2,400,"lp",311.578947368421
0.2,400,"lp",364.444444444444
0.2,400,"lp",451.428571428571
0.2,400,"lp",357.333333333333
0.2,400,"lp",308
0.2,400,"lp",305.882352941176
0.2,400,"lp",362.352941176471
0.2,400,"lp",425
0.2,400,"lp",387.692307692308
0.2,400,"lp",336.842105263158
0.2,400,"lp",526.666666666667
0.2,400,"lp",560
0.2,400,"lp",292.173913043478
0.2,400,"lp",500
0.2,400,"lp",385.882352941176
0.2,400,"lp",410.666666666667
0.2,400,"lp",316.190476190476
0.2,400,"lp",428.571428571429
0.2,400,"lp",413.333333333333
0.2,400,"lp",360
0.2,400,"lp",400
0.2,400,"lp",457.142857142857
0.2,400,"lp",533.333333333333
0.2,400,"lp",325
0.2,400,"lp",299.130434782609
0.2,400,"lp",360
0.2,400,"lp",501.818181818182
0.2,400,"lp",352.941176470588
0.2,400,"lp",461.538461538462
0.2,400,"lp",528
0.2,400,"lp",298.181818181818
0.2,400,"lp",437.333333333333
0.2,400,"lp",416
0.2,400,"lp",281.904761904762
0.2,400,"lp",326.95652173913
0.2,400,"lp",684.444444444444
0.2,400,"lp",295.652173913043
0.2,400,"lp",276
0.2,400,"lp",480
0.2,400,"lp",473.846153846154
0.2,400,"lp",434.285714285714
0.2,400,"lp",364.444444444444
0.2,400,"lp",337.777777777778
0.2,400,"lp",341.818181818182
0.2,400,"lp",461.538461538462
0.2,400,"lp",260.869565217391
0.2,400,"lp",348.235294117647
0.2,400,"lp",395
0.2,400,"lp",404.705882352941
0.2,400,"lp",297.777777777778
0.2,400,"lp",394.285714285714
0.2,400,"lp",381.176470588235
0.2,400,"lp",404.705882352941
0.2,400,"lp",640
0.2,400,"lp",417.142857142857
0.2,400,"lp",352.941176470588
0.2,400,"lp",467.692307692308
0.2,400,"lp",363.076923076923
0.2,400,"lp",313.04347826087
0.2,400,"lp",567.272727272727
0.2,400,"lp",381.176470588235
0.2,400,"lp",416
0.2,400,"lp",371.428571428571
0.2,400,"lp",486.666666666667
0.2,400,"lp",455.384615384615
0.2,400,"lp",513.333333333333
0.2,400,"lp",504
0.2,400,"lp",311.111111111111
0.2,400,"lp",400
0.2,400,"lp",486.153846153846
0.2,400,"lp",353.684210526316
0.2,400,"lp",400
0.2,400,"lp",604.444444444444
0.2,400,"lp",453.333333333333
0.2,400,"lp",395.555555555556
0.2,400,"lp",324
0.2,400,"lp",464
0.2,400,"lp",541.538461538462
0.2,400,"lp",337.777777777778
0.2,400,"lp",473.333333333333
0.2,400,"lp",323.809523809524
0.2,400,"lp",430
0.2,400,"lp",340
0.2,400,"lp",341.818181818182
0.2,400,"lp",545.454545454545
0.2,400,"lp",533.333333333333
0.2,400,"lp",360
0.2,400,"lp",418.823529411765
0.2,400,"lp",430.769230769231
0.2,400,"lp",360
0.2,400,"lp",400
0.2,400,"lp",428.571428571429
0.2,400,"lp",285.714285714286
0.2,400,"lp",345
0.2,400,"lp",533.333333333333
0.2,400,"lp",446.666666666667
0.2,400,"lp",425
0.2,400,"lp",367.058823529412
0.2,400,"lp",435
0.2,400,"lp",404.705882352941
0.2,400,"lp",566.153846153846
0.2,400,"lp",457.142857142857
0.2,400,"lp",394.285714285714
0.2,400,"lp",613.333333333333
0.2,400,"lp",360
0.2,400,"lp",448
0.2,400,"lp",421.333333333333
0.2,400,"lp",332
0.2,400,"lp",443.076923076923
0.2,400,"lp",420
0.2,400,"lp",600
0.2,400,"lp",525.714285714286
0.2,400,"lp",428.571428571429
0.2,400,"lp",266.666666666667
0.2,400,"lp",430
0.2,400,"lp",352
0.2,400,"lp",336.842105263158
0.2,400,"lp",343.529411764706
0.2,400,"lp",469.333333333333
0.2,400,"lp",400
0.2,400,"lp",600
0.2,400,"lp",328.421052631579
0.2,400,"lp",473.846153846154
0.2,400,"lp",332
0.2,400,"lp",467.692307692308
0.2,400,"lp",304.761904761905
0.2,400,"lp",420
0.2,400,"lp",424.615384615385
0.2,400,"lp",333.333333333333
0.2,400,"lp",355
0.2,400,"lp",426.666666666667
0.2,400,"lp",470
0.2,400,"lp",364.444444444444
0.2,400,"lp",385.882352941176
0.2,400,"lp",811.428571428571
0.2,400,"lp",400
0.2,400,"lp",381.176470588235
0.2,400,"lp",372
0.2,400,"lp",410.666666666667
0.2,400,"lp",480
0.2,400,"lp",449.230769230769
0.2,400,"lp",425
0.2,400,"lp",312.727272727273
0.2,400,"lp",289.52380952381
0.2,400,"lp",464
0.2,400,"lp",362.352941176471
0.2,400,"lp",486.666666666667
0.2,400,"lp",364
0.2,400,"lp",434.285714285714
0.2,400,"lp",480
0.2,400,"lp",526.666666666667
0.2,400,"lp",390.588235294118
0.2,400,"lp",395.294117647059
0.2,400,"lp",340
0.2,400,"lp",442.666666666667
0.2,400,"lp",560
0.2,400,"lp",424.615384615385
0.2,400,"lp",468.571428571429
0.2,400,"lp",432
0.2,400,"lp",451.428571428571
0.2,400,"lp",373.333333333333
0.2,400,"lp",324.705882352941
0.2,400,"lp",492.307692307692
0.2,400,"lp",523.636363636364
0.2,400,"lp",298.947368421053
0.2,400,"lp",648.888888888889
0.2,400,"lp",514.285714285714
0.2,400,"lp",493.333333333333
0.2,400,"lp",410
0.2,400,"lp",395
0.2,400,"lp",474.666666666667
0.2,400,"lp",352
0.2,400,"lp",339.047619047619
0.2,400,"lp",293.333333333333
0.2,400,"lp",520
0.2,400,"lp",378.947368421053
0.2,400,"lp",351.111111111111
0.2,400,"lp",385.882352941176
0.2,400,"lp",395.294117647059
0.2,400,"lp",426.666666666667
0.2,400,"lp",307.368421052632
0.2,400,"lp",329.411764705882
0.2,400,"lp",451.428571428571
0.2,400,"lp",409.411764705882
0.2,400,"lp",415
0.2,400,"lp",367.058823529412
0.2,400,"lp",546.666666666667
0.2,400,"lp",447.058823529412
0.2,400,"lp",395
0.2,400,"lp",675.555555555556
0.2,400,"lp",395.555555555556
0.2,400,"lp",508.571428571429
0.2,400,"lp",291.764705882353
0.2,400,"lp",323.809523809524
0.2,400,"lp",395.555555555556
0.2,400,"lp",339.047619047619
0.2,400,"lp",541.538461538462
0.2,400,"lp",443.076923076923
0.2,400,"lp",600
0.2,400,"lp",377.142857142857
0.2,400,"lp",443.076923076923
0.2,400,"lp",358.095238095238
0.2,400,"lp",382.857142857143
0.2,400,"lp",355.555555555556
0.2,400,"lp",457.142857142857
0.2,400,"lp",316
0.2,400,"lp",349.473684210526
0.2,400,"lp",266.666666666667
0.2,400,"lp",460
0.2,400,"lp",395.555555555556
0.2,400,"lp",423.529411764706
0.2,400,"lp",491.428571428571
0.2,400,"lp",367.058823529412
0.2,400,"lp",773.333333333333
0.2,400,"lp",299.130434782609
0.2,400,"lp",440
0.2,400,"lp",513.333333333333
0.2,400,"lp",412.631578947368
0.2,400,"lp",361.904761904762
0.2,400,"lp",416.842105263158
0.2,400,"lp",387.692307692308
0.2,400,"lp",351.111111111111
0.2,400,"lp",333.333333333333
0.2,400,"lp",432
0.2,400,"lp",385.882352941176
0.2,400,"lp",545.454545454545
0.2,400,"lp",746.666666666667
0.2,400,"lp",414.117647058824
0.2,400,"lp",335
0.2,400,"lp",436.923076923077
0.2,400,"lp",395.789473684211
0.2,400,"lp",440
0.2,400,"lp",504.615384615385
0.2,400,"lp",387.368421052632
0.2,400,"lp",357.647058823529
0.2,400,"lp",449.230769230769
0.2,400,"lp",293.333333333333
0.2,400,"lp",420
0.2,400,"lp",533.333333333333
0.2,400,"lp",411.428571428571
0.2,400,"lp",400
0.2,400,"lp",375
0.2,400,"lp",342.857142857143
0.2,400,"lp",408.888888888889
0.2,400,"lp",300
0.2,400,"lp",480
0.2,400,"lp",421.333333333333
0.2,400,"lp",371.764705882353
0.2,400,"lp",315.789473684211
0.2,400,"lp",430.769230769231
0.2,400,"lp",280
0.2,400,"lp",552
0.2,400,"lp",513.333333333333
0.2,400,"lp",470
0.2,400,"lp",660
0.2,400,"lp",390.588235294118
0.2,400,"lp",381.176470588235
0.2,400,"lp",417.777777777778
0.2,400,"lp",400
0.2,400,"lp",428.571428571429
0.2,400,"lp",368.888888888889
0.2,400,"lp",328.888888888889
0.2,400,"lp",437.333333333333
0.2,400,"lp",536
0.2,400,"lp",368
0.2,400,"lp",324
0.2,400,"lp",355.555555555556
0.2,400,"lp",430
0.2,400,"lp",371.428571428571
0.2,400,"lp",337.391304347826
0.2,400,"lp",409.411764705882
0.2,400,"lp",485.714285714286
0.2,400,"lp",323.809523809524
0.2,400,"lp",466.666666666667
0.2,400,"lp",514.285714285714
0.2,400,"lp",348.571428571429
0.2,400,"lp",462.857142857143
0.2,400,"lp",473.333333333333
0.2,400,"lp",432
0.2,400,"lp",603.636363636364
0.2,400,"lp",405.333333333333
0.2,400,"lp",493.333333333333
0.2,400,"lp",516.923076923077
0.2,400,"lp",385.882352941176
0.2,400,"lp",451.428571428571
0.2,400,"lp",480
0.2,400,"lp",457.142857142857
0.2,400,"lp",263.333333333333
0.2,400,"lp",453.333333333333
0.2,400,"lp",405
0.2,400,"lp",431.111111111111
0.2,400,"lp",373.333333333333
0.2,400,"lp",595.555555555556
0.2,400,"lp",640
0.2,400,"lp",362.105263157895
0.2,400,"lp",688
0.2,400,"lp",516.923076923077
0.2,400,"lp",440
0.2,400,"lp",640
0.2,400,"lp",370
0.2,400,"lp",448
0.2,400,"lp",320
0.2,400,"lp",405.333333333333
0.2,400,"lp",268.8
0.2,400,"lp",453.333333333333
0.2,400,"lp",367.058823529412
0.2,400,"lp",341.052631578947
0.2,400,"lp",368.888888888889
0.2,400,"lp",500
0.2,400,"lp",467.692307692308
0.2,400,"lp",467.692307692308
0.2,400,"lp",525.714285714286
0.2,400,"lp",383.157894736842
0.2,400,"lp",315.789473684211
0.2,400,"lp",395
0.2,400,"lp",286.666666666667
0.2,400,"lp",348.235294117647
0.2,400,"lp",618.181818181818
0.2,400,"lp",560
0.2,400,"lp",509.090909090909
0.2,400,"lp",346.666666666667
0.2,400,"lp",380
0.2,400,"lp",290.909090909091
0.2,400,"lp",589.090909090909
0.2,400,"lp",350.47619047619
0.2,400,"lp",394.666666666667
0.2,400,"lp",523.076923076923
0.2,400,"lp",437.333333333333
0.2,400,"lp",513.333333333333
0.2,400,"lp",360
0.2,400,"lp",320
0.2,400,"lp",413.333333333333
0.2,400,"lp",426.666666666667
0.2,400,"lp",445
0.2,400,"lp",350
0.2,400,"lp",376
0.2,400,"lp",485.333333333333
0.2,400,"lp",408.888888888889
0.2,400,"lp",295.652173913043
0.2,400,"lp",434.285714285714
0.2,400,"lp",436.923076923077
0.2,400,"lp",415
0.2,400,"lp",364.444444444444
0.2,400,"lp",368
0.2,400,"lp",280
0.2,400,"lp",405.714285714286
0.2,400,"lp",493.333333333333
0.2,400,"lp",449.230769230769
0.2,400,"lp",267.826086956522
0.2,400,"lp",613.333333333333
0.2,400,"lp",576
0.2,400,"lp",332
0.2,400,"lp",263.333333333333
0.2,400,"lp",800
0.2,400,"lp",400
0.2,400,"lp",342.222222222222
0.2,400,"lp",640
0.2,400,"lp",352
0.2,400,"lp",473.846153846154
0.2,400,"lp",432
0.2,400,"lp",404.705882352941
0.2,400,"lp",541.538461538462
0.2,400,"lp",294.736842105263
0.2,400,"lp",364
0.2,400,"lp",466.666666666667
0.2,400,"lp",368.888888888889
0.2,400,"lp",536
0.2,400,"lp",394.666666666667
0.2,400,"lp",740
0.2,400,"lp",328
0.2,400,"lp",289.52380952381
0.2,400,"lp",510.769230769231
0.2,400,"lp",357.333333333333
0.2,400,"lp",560
0.2,400,"lp",385.882352941176
0.2,400,"lp",455.384615384615
0.2,400,"lp",349.473684210526
0.2,400,"lp",346.666666666667
0.2,400,"lp",584
0.2,400,"lp",530.909090909091
0.2,400,"lp",440
0.2,400,"lp",496
0.2,400,"lp",365
0.2,400,"lp",631.111111111111
0.2,400,"lp",360
0.2,400,"lp",385
0.2,400,"lp",381.176470588235
0.2,400,"lp",400
0.2,400,"lp",362.352941176471
0.2,400,"lp",345
0.2,400,"lp",364.444444444444
0.2,400,"lp",404.705882352941
0.2,400,"lp",573.333333333333
0.2,400,"lp",480
0.2,400,"lp",437.333333333333
0.2,400,"lp",352
0.2,400,"lp",440
0.2,400,"lp",496
0.2,400,"lp",413.333333333333
0.2,400,"lp",412.307692307692
0.2,400,"lp",257.391304347826
0.2,400,"lp",300.952380952381
0.2,400,"lp",704
0.2,400,"lp",606.666666666667
0.2,400,"lp",546.666666666667
0.2,400,"lp",445
0.2,400,"lp",422.857142857143
0.2,400,"lp",357.647058823529
0.2,400,"lp",994.285714285714
0.2,400,"lp",425
0.2,400,"lp",332
0.2,400,"lp",339.047619047619
0.2,400,"lp",603.636363636364
0.2,400,"lp",523.076923076923
0.2,400,"lp",442.666666666667
0.2,400,"lp",384
0.2,400,"lp",469.333333333333
0.2,400,"lp",361.904761904762
0.2,400,"lp",603.636363636364
0.2,400,"lp",380
0.2,400,"lp",461.538461538462
0.2,400,"lp",281.6
0.2,400,"lp",294.736842105263
0.2,400,"lp",462.857142857143
0.2,400,"lp",600
0.2,400,"lp",374.736842105263
0.2,400,"lp",333.333333333333
0.2,400,"lp",360
0.2,400,"lp",490.666666666667
0.2,400,"lp",533.333333333333
0.2,400,"lp",540
0.2,400,"lp",355.555555555556
0.2,400,"lp",357.647058823529
0.2,400,"lp",533.333333333333
0.2,400,"lp",394.285714285714
0.2,400,"lp",336.842105263158
0.2,400,"lp",307.368421052632
0.2,400,"lp",538.181818181818
0.2,400,"lp",400
0.2,400,"lp",367.058823529412
0.2,400,"lp",395.789473684211
0.2,400,"lp",473.333333333333
0.2,400,"lp",473.333333333333
0.2,400,"lp",346.666666666667
0.2,400,"lp",348
0.2,400,"lp",552.727272727273
0.2,400,"lp",410.666666666667
0.2,400,"lp",528
0.2,400,"lp",493.333333333333
0.2,400,"lp",603.636363636364
0.2,400,"lp",443.076923076923
0.2,400,"lp",500
0.2,400,"lp",336.842105263158
0.2,400,"lp",336
0.2,400,"lp",540
0.2,400,"lp",458.666666666667
0.2,400,"lp",754.285714285714
0.2,400,"lp",404.210526315789
0.2,400,"lp",336.842105263158
0.2,400,"lp",309.090909090909
0.2,400,"lp",376.470588235294
0.2,400,"lp",520
0.2,400,"lp",445.714285714286
0.2,400,"lp",646.666666666667
0.2,400,"lp",312.380952380952
0.2,400,"lp",368
0.2,400,"lp",336.842105263158
0.2,400,"lp",353.684210526316
0.2,400,"lp",364.444444444444
0.2,400,"lp",348.235294117647
0.2,400,"lp",385.882352941176
0.2,400,"lp",365
0.2,400,"lp",300
0.2,400,"lp",465.454545454545
0.2,400,"lp",596.363636363636
0.2,400,"lp",298.181818181818
0.2,400,"lp",458.181818181818
0.2,400,"lp",430.769230769231
0.2,400,"lp",509.090909090909
0.2,400,"lp",446.666666666667
0.2,400,"lp",385.882352941176
0.2,400,"lp",462.857142857143
0.2,400,"lp",294.4
0.2,400,"lp",376
0.2,400,"lp",362.105263157895
0.2,400,"lp",568
0.2,400,"lp",523.636363636364
0.2,400,"lp",306.086956521739
0.2,400,"lp",341.052631578947
0.2,400,"lp",387.692307692308
0.2,400,"lp",337.142857142857
0.2,400,"lp",451.428571428571
0.2,400,"lp",316
0.2,400,"lp",400
0.2,400,"lp",435
0.2,400,"lp",346.666666666667
0.2,400,"lp",535.384615384615
0.2,400,"lp",354.285714285714
0.2,400,"lp",355
0.2,400,"lp",460
0.2,400,"lp",437.647058823529
0.2,400,"lp",486.666666666667
0.2,400,"lp",325.714285714286
0.2,400,"lp",480
0.2,400,"lp",458.666666666667
0.2,400,"lp",340
0.2,400,"lp",309.090909090909
0.2,400,"lp",385
0.2,400,"lp",455.384615384615
0.2,400,"lp",339.047619047619
0.2,400,"lp",320
0.2,400,"lp",461.538461538462
0.2,400,"lp",355.555555555556
0.2,400,"lp",435
0.2,400,"lp",367.058823529412
0.2,400,"lp",780
0.2,400,"lp",523.076923076923
0.2,400,"lp",493.333333333333
0.2,400,"lp",328.421052631579
0.2,400,"lp",316.363636363636
0.2,400,"lp",369.52380952381
0.2,400,"lp",410
0.2,400,"lp",672
0.2,400,"lp",418.823529411765
0.2,400,"lp",306.086956521739
0.2,400,"lp",390.588235294118
0.2,400,"lp",316
0.2,400,"lp",337.142857142857
0.2,400,"lp",368.888888888889
0.2,400,"lp",385
0.2,400,"lp",312
0.2,400,"lp",382.857142857143
0.2,400,"lp",375
0.2,400,"lp",553.333333333333
0.2,400,"lp",720
0.2,400,"lp",368.888888888889
0.2,400,"lp",428.571428571429
0.2,400,"lp",455
0.2,400,"lp",381.176470588235
0.2,400,"lp",368
0.2,400,"lp",400
0.2,400,"lp",672
0.2,400,"lp",305.454545454545
0.2,400,"lp",376.470588235294
0.2,400,"lp",405.714285714286
0.2,400,"lp",348
0.2,400,"lp",473.846153846154
0.2,400,"lp",274.782608695652
0.2,400,"lp",461.538461538462
0.2,400,"lp",389.333333333333
0.2,400,"lp",355.555555555556
0.2,400,"lp",405.714285714286
0.2,400,"lp",640
0.2,400,"lp",362.352941176471
0.2,400,"lp",573.333333333333
0.2,400,"lp",475
0.2,400,"lp",480
0.2,400,"lp",384
0.2,400,"lp",712.727272727273
0.2,400,"lp",356
0.2,400,"lp",269.090909090909
0.2,400,"lp",405
0.2,400,"lp",461.538461538462
0.2,400,"lp",504.615384615385
0.2,400,"lp",422.857142857143
0.2,400,"lp",552
0.2,400,"lp",492.307692307692
0.2,400,"lp",349.473684210526
0.2,400,"lp",457.142857142857
0.2,400,"lp",400
0.2,400,"lp",449.230769230769
0.2,400,"lp",348
0.2,400,"lp",400
0.2,400,"lp",486.153846153846
0.2,400,"lp",278.095238095238
0.2,400,"lp",381.176470588235
0.2,400,"lp",340.869565217391
0.2,400,"lp",467.692307692308
0.2,400,"lp",370
0.2,400,"lp",332
0.2,400,"lp",440
0.2,400,"lp",400
0.2,400,"lp",486.666666666667
0.2,400,"lp",320
0.2,400,"lp",342.222222222222
0.2,400,"lp",368.888888888889
0.2,400,"lp",458.666666666667
0.2,400,"lp",328.888888888889
0.2,400,"lp",422.857142857143
0.2,400,"lp",404.444444444444
0.2,400,"lp",326.95652173913
0.2,400,"lp",493.333333333333
0.2,400,"lp",581.818181818182
0.2,400,"lp",453.333333333333
0.2,400,"lp",351.111111111111
0.2,400,"lp",351.111111111111
0.2,400,"lp",410
0.2,400,"lp",372
0.2,400,"lp",417.777777777778
0.2,400,"lp",381.538461538462
0.2,400,"lp",400
0.2,400,"lp",355.555555555556
0.2,400,"lp",529.230769230769
0.2,400,"lp",324.444444444444
0.2,400,"lp",284
0.2,400,"lp",492.307692307692
0.2,400,"lp",504.615384615385
0.2,400,"lp",440
0.2,400,"lp",480
0.2,400,"lp",416
0.2,400,"lp",574.545454545455
0.2,400,"lp",320
0.2,400,"lp",445.714285714286
0.2,400,"lp",385.882352941176
0.2,400,"lp",500
0.2,400,"lp",373.333333333333
0.2,400,"lp",415
0.2,400,"lp",284.444444444444
0.2,400,"lp",422.857142857143
0.2,400,"lp",373.333333333333
0.2,400,"lp",526.666666666667
0.2,400,"lp",423.529411764706
0.2,400,"lp",537.142857142857
0.2,400,"lp",362.352941176471
0.2,400,"lp",410.666666666667
0.2,400,"lp",367.058823529412
0.2,400,"lp",362.105263157895
0.2,400,"lp",375
0.2,400,"lp",469.333333333333
0.2,400,"lp",540
0.2,400,"lp",320
0.2,400,"lp",376
0.2,400,"lp",400
0.2,400,"lp",616
0.2,400,"lp",456.470588235294
0.2,400,"lp",352.941176470588
0.2,400,"lp",426.666666666667
0.2,400,"lp",672
0.2,400,"lp",465
0.2,400,"lp",320
0.2,400,"lp",349.473684210526
0.2,400,"lp",388.571428571429
0.2,400,"lp",323.809523809524
0.2,400,"lp",1066.66666666667
0.2,400,"lp",496
0.2,400,"lp",404.705882352941
0.2,400,"lp",660
0.2,400,"lp",334.545454545455
0.2,400,"lp",374.736842105263
0.2,400,"lp",380
0.2,400,"lp",382.857142857143
0.2,400,"lp",389.333333333333
0.2,400,"lp",377.777777777778
